_ID,fecha,Nombre_Centro,Contador_Asistieron
13858,1/15/2013,Magee Community Center,50
13859,1/15/2013,West Penn Community Center,117
13860,1/14/2013,Phillips Community Center,113
13861,1/14/2013,Paulson Community Center,53
13862,1/14/2013,Warrington Community Center,67
13863,1/14/2013,Arlington Community Center,31
13864,1/14/2013,Brookline Community Center,255
13865,1/14/2013,Ammon Community Center,37
13866,1/14/2013,Magee Community Center,53
13867,1/14/2013,Jefferson Community Center,30
13868,1/14/2013,Ormsby Community Center,106
13869,1/14/2013,West Penn Community Center,131
13870,1/12/2013,Warrington Community Center,19
13871,1/12/2013,Phillips Community Center,232
13872,1/12/2013,Brookline Community Center,396
13873,1/12/2013,Arlington Community Center,53
13874,1/12/2013,Ormsby Community Center,16
13875,1/12/2013,Jefferson Community Center,7
13876,1/12/2013,Magee Community Center,60
13877,1/12/2013,West Penn Community Center,128
13878,1/11/2013,Phillips Community Center,166
13879,1/11/2013,Paulson Community Center,22
13880,1/11/2013,Warrington Community Center,51
13881,1/11/2013,Arlington Community Center,51
13882,1/11/2013,Brookline Community Center,225
13883,1/11/2013,Ammon Community Center,20
13884,1/11/2013,Magee Community Center,46
13885,1/11/2013,Jefferson Community Center,37
13886,1/11/2013,Ormsby Community Center,32
13887,1/11/2013,West Penn Community Center,81
13888,1/10/2013,Warrington Community Center,74
13889,1/10/2013,Paulson Community Center,60
13890,1/10/2013,Phillips Community Center,182
13891,1/10/2013,Ammon Community Center,32
13892,1/10/2013,Brookline Community Center,275
13893,1/10/2013,Arlington Community Center,64
13894,1/10/2013,Ormsby Community Center,47
13895,1/10/2013,Jefferson Community Center,43
13896,1/10/2013,Magee Community Center,108
13897,1/10/2013,West Penn Community Center,170
13898,1/9/2013,Phillips Community Center,130
13899,1/9/2013,Paulson Community Center,2
13900,1/9/2013,Warrington Community Center,60
13901,1/9/2013,Arlington Community Center,64
13902,1/9/2013,Brookline Community Center,223
13903,1/9/2013,Ammon Community Center,57
13904,1/9/2013,Magee Community Center,45
13905,1/9/2013,Jefferson Community Center,26
13906,1/9/2013,Ormsby Community Center,101
13907,1/9/2013,West Penn Community Center,74
13908,1/8/2013,Warrington Community Center,73
13909,1/8/2013,Paulson Community Center,42
13910,1/8/2013,Phillips Community Center,90
13911,1/8/2013,Ammon Community Center,3
13912,1/8/2013,Brookline Community Center,229
13913,1/8/2013,Arlington Community Center,48
13914,1/8/2013,Ormsby Community Center,61
13915,1/8/2013,Jefferson Community Center,32
13916,1/8/2013,Magee Community Center,53
13917,1/8/2013,West Penn Community Center,59
13918,1/7/2013,Phillips Community Center,41
13919,1/7/2013,Paulson Community Center,29
13920,1/7/2013,Warrington Community Center,68
13921,1/7/2013,Arlington Community Center,30
13922,1/7/2013,Brookline Community Center,199
13923,1/7/2013,Ammon Community Center,34
13924,1/7/2013,Magee Community Center,44
13925,1/7/2013,Jefferson Community Center,37
13926,1/7/2013,Ormsby Community Center,100
13927,1/7/2013,West Penn Community Center,100
13928,1/5/2013,Warrington Community Center,24
13929,1/5/2013,Ormsby Field (Playground),32
13930,1/5/2013,Phillips Community Center,122
13931,1/5/2013,Brookline Community Center,281
13932,1/5/2013,Arlington Community Center,83
13933,1/5/2013,Jefferson Community Center,9
13934,1/5/2013,Magee Community Center,113
13935,1/5/2013,West Penn Community Center,45
13936,1/4/2013,Phillips Community Center,43
13937,1/4/2013,Paulson Community Center,43
13938,1/4/2013,Warrington Community Center,54
13939,1/4/2013,Arlington Community Center,78
13940,1/4/2013,Brookline Community Center,222
13941,1/4/2013,Ammon Community Center,18
13942,1/4/2013,Magee Community Center,34
13943,1/4/2013,Jefferson Community Center,31
13944,1/4/2013,Ormsby Community Center,38
13945,1/4/2013,West Penn Community Center,55
13946,1/3/2013,Warrington Community Center,66
13947,1/3/2013,Paulson Community Center,52
13948,1/3/2013,Phillips Community Center,33
13949,1/3/2013,Ammon Community Center,21
13950,1/3/2013,Brookline Community Center,203
13951,1/3/2013,Arlington Community Center,83
13952,1/3/2013,Ormsby Community Center,29
13953,1/3/2013,Jefferson Community Center,44
13954,1/3/2013,Magee Community Center,35
13955,1/3/2013,West Penn Community Center,69
13956,1/2/2013,Phillips Community Center,28
13957,1/2/2013,Paulson Community Center,44
13958,1/2/2013,Warrington Community Center,79
13959,1/2/2013,Arlington Community Center,20
13960,1/2/2013,Brookline Community Center,228
13961,1/2/2013,Ammon Community Center,15
13962,1/2/2013,Magee Community Center,34
13963,1/2/2013,Jefferson Community Center,40
13964,1/2/2013,Ormsby Community Center,99
13965,1/2/2013,West Penn Community Center,68
13966,12/31/2012,Warrington Community Center,18
13967,12/31/2012,Paulson Community Center,14
13968,12/31/2012,Phillips Community Center,11
13969,12/31/2012,Ammon Community Center,15
13970,12/31/2012,Brookline Community Center,77
13971,12/31/2012,Arlington Community Center,16
13972,12/31/2012,Ormsby Community Center,14
13973,12/31/2012,Jefferson Community Center,26
13974,12/31/2012,Magee Community Center,16
13975,12/31/2012,West Penn Community Center,33
13976,12/29/2012,Phillips Community Center,95
13977,12/29/2012,Warrington Community Center,14
13978,12/29/2012,Brookline Community Center,55
13979,12/29/2012,West Penn Community Center,6
13980,12/28/2012,Warrington Community Center,22
13981,12/28/2012,Phillips Community Center,35
13982,12/28/2012,Paulson Community Center,12
13983,12/28/2012,Brookline Community Center,102
13984,12/28/2012,Arlington Community Center,13
13985,12/28/2012,Ammon Community Center,16
13986,12/28/2012,Magee Community Center,5
13987,12/28/2012,Jefferson Community Center,20
13988,12/28/2012,Ormsby Community Center,9
13989,12/28/2012,West Penn Community Center,37
13990,12/27/2012,Paulson Community Center,15
13991,12/27/2012,Phillips Community Center,21
13992,12/27/2012,Warrington Community Center,22
13993,12/27/2012,Ammon Community Center,5
13994,12/27/2012,Arlington Community Center,12
13995,12/27/2012,Brookline Community Center,86
13996,12/27/2012,Ormsby Community Center,14
13997,12/27/2012,Jefferson Community Center,15
13998,12/27/2012,Magee Community Center,12
13999,12/27/2012,West Penn Community Center,32
14000,12/26/2012,Phillips Community Center,6
14001,12/26/2012,Paulson Community Center,7
14002,12/26/2012,Brookline Community Center,15
14003,12/26/2012,Ormsby Community Center,3
14004,12/26/2012,West Penn Community Center,7
14005,12/24/2012,Paulson Community Center,12
14006,12/24/2012,Phillips Community Center,34
14007,12/24/2012,Warrington Community Center,46
14008,12/24/2012,Brookline Community Center,29
14009,12/24/2012,Arlington Community Center,10
14010,12/24/2012,Ammon Community Center,8
14011,12/24/2012,Ormsby Community Center,13
14012,12/24/2012,Magee Community Center,12
14013,12/24/2012,West Penn Community Center,15
14014,12/22/2012,Warrington Community Center,9
14015,12/22/2012,Phillips Community Center,93
14016,12/22/2012,Brookline Community Center,78
14017,12/22/2012,Ormsby Community Center,24
14018,12/22/2012,West Penn Community Center,77
14019,12/21/2012,Phillips Community Center,115
14020,12/21/2012,Paulson Community Center,25
14021,12/21/2012,Warrington Community Center,37
14022,12/21/2012,Brookline Community Center,71
14023,12/21/2012,Arlington Community Center,10
14024,12/21/2012,Ammon Community Center,4
14025,12/21/2012,Ormsby Community Center,24
14026,12/21/2012,Magee Community Center,29
14027,12/21/2012,Jefferson Community Center,14
14028,12/21/2012,West Penn Community Center,45
14029,12/20/2012,Warrington Community Center,37
14030,12/20/2012,Paulson Community Center,56
14031,12/20/2012,Phillips Community Center,25
14032,12/20/2012,Ammon Community Center,18
14033,12/20/2012,Brookline Community Center,253
14034,12/20/2012,Jefferson Community Center,14
14035,12/20/2012,Magee Community Center,32
14036,12/20/2012,Ormsby Community Center,43
14037,12/20/2012,West Penn Community Center,56
14038,12/19/2012,Phillips Community Center,99
14039,12/19/2012,Paulson Community Center,36
14040,12/19/2012,Warrington Community Center,84
14041,12/19/2012,Brookline Community Center,152
14042,12/19/2012,Arlington Community Center,68
14043,12/19/2012,Ammon Community Center,19
14044,12/19/2012,Ormsby Community Center,85
14045,12/19/2012,Magee Community Center,43
14046,12/19/2012,Jefferson Community Center,12
14047,12/19/2012,West Penn Community Center,79
14048,12/18/2012,Warrington Community Center,58
14049,12/18/2012,Paulson Community Center,36
14050,12/18/2012,Phillips Community Center,39
14051,12/18/2012,Ammon Community Center,16
14052,12/18/2012,Arlington Community Center,47
14053,12/18/2012,Brookline Community Center,271
14054,12/18/2012,Jefferson Community Center,41
14055,12/18/2012,Magee Community Center,29
14056,12/18/2012,Ormsby Community Center,53
14057,12/18/2012,West Penn Community Center,98
14058,12/17/2012,Phillips Community Center,61
14059,12/17/2012,Paulson Community Center,44
14060,12/17/2012,Ormsby Field (Playground),107
14061,12/17/2012,Warrington Community Center,39
14062,12/17/2012,Brookline Community Center,154
14063,12/17/2012,Arlington Community Center,20
14064,12/17/2012,Ammon Community Center,38
14065,12/17/2012,Ormsby Community Center,3
14066,12/17/2012,Magee Community Center,51
14067,12/17/2012,Jefferson Community Center,20
14068,12/17/2012,West Penn Community Center,109
14069,12/15/2012,Phillips Community Center,93
14070,12/15/2012,Ammon Community Center,58
14071,12/15/2012,Arlington Community Center,31
14072,12/15/2012,Brookline Community Center,227
14073,12/15/2012,Jefferson Community Center,4
14074,12/15/2012,Magee Community Center,67
14075,12/15/2012,Ormsby Community Center,26
14124,12/10/2012,Magee Community Center,30
14076,12/15/2012,West Penn Community Center,86
14077,12/14/2012,Phillips Community Center,23
14078,12/14/2012,Paulson Community Center,32
14079,12/14/2012,Warrington Community Center,17
14080,12/14/2012,Brookline Community Center,81
14081,12/14/2012,Arlington Community Center,30
14082,12/14/2012,Ammon Community Center,14
14083,12/14/2012,Ormsby Community Center,32
14084,12/14/2012,Magee Community Center,24
14085,12/14/2012,Jefferson Community Center,24
14086,12/14/2012,West Penn Community Center,53
14087,12/13/2012,Warrington Community Center,15
14088,12/13/2012,Paulson Community Center,24
14089,12/13/2012,Phillips Community Center,115
14090,12/13/2012,Ammon Community Center,14
14091,12/13/2012,Arlington Community Center,38
14092,12/13/2012,Brookline Community Center,210
14093,12/13/2012,Jefferson Community Center,32
14094,12/13/2012,Magee Community Center,29
14095,12/13/2012,Ormsby Community Center,60
14096,12/13/2012,West Penn Community Center,70
14097,12/12/2012,Phillips Community Center,74
14098,12/12/2012,Paulson Community Center,50
14099,12/12/2012,Warrington Community Center,77
14100,12/12/2012,Brookline Community Center,166
14101,12/12/2012,Arlington Community Center,6
14102,12/12/2012,Ammon Community Center,16
14103,12/12/2012,Ormsby Community Center,89
14104,12/12/2012,Magee Community Center,46
14105,12/12/2012,Jefferson Community Center,32
14106,12/12/2012,West Penn Community Center,98
14107,12/11/2012,Warrington Community Center,68
14108,12/11/2012,Paulson Community Center,47
14109,12/11/2012,Phillips Community Center,88
14110,12/11/2012,Ammon Community Center,17
14111,12/11/2012,Arlington Community Center,34
14112,12/11/2012,Brookline Community Center,279
14113,12/11/2012,Jefferson Community Center,22
14114,12/11/2012,Magee Community Center,44
14115,12/11/2012,Ormsby Community Center,68
14116,12/11/2012,West Penn Community Center,96
14117,12/10/2012,Phillips Community Center,42
14118,12/10/2012,Paulson Community Center,29
14119,12/10/2012,Warrington Community Center,71
14120,12/10/2012,Brookline Community Center,188
14121,12/10/2012,Arlington Community Center,26
14122,12/10/2012,Ammon Community Center,195
14123,12/10/2012,Ormsby Community Center,95
14125,12/10/2012,Jefferson Community Center,26
14126,12/10/2012,West Penn Community Center,89
14127,12/8/2012,Phillips Community Center,160
14128,12/8/2012,Brookline Community Center,269
14129,12/8/2012,Jefferson Community Center,3
14130,12/8/2012,Ormsby Community Center,37
14131,12/8/2012,West Penn Community Center,105
14132,12/7/2012,Phillips Community Center,117
14133,12/7/2012,Paulson Community Center,24
14134,12/7/2012,Warrington Community Center,14
14135,12/7/2012,Brookline Community Center,169
14136,12/7/2012,Arlington Community Center,30
14137,12/7/2012,Ammon Community Center,25
14138,12/7/2012,Ormsby Community Center,35
14139,12/7/2012,Jefferson Community Center,23
14140,12/7/2012,Magee Community Center,31
14141,12/7/2012,West Penn Community Center,66
14142,12/6/2012,Warrington Community Center,54
14143,12/6/2012,Paulson Community Center,14
14144,12/6/2012,Phillips Community Center,116
14145,12/6/2012,Ammon Community Center,14
14146,12/6/2012,Arlington Community Center,22
14147,12/6/2012,Brookline Community Center,214
14148,12/6/2012,Magee Community Center,27
14149,12/6/2012,Jefferson Community Center,34
14150,12/6/2012,Ormsby Community Center,67
14151,12/6/2012,West Penn Community Center,76
14152,12/5/2012,Phillips Community Center,32
14153,12/5/2012,Paulson Community Center,49
14154,12/5/2012,Warrington Community Center,56
14155,12/5/2012,Brookline Community Center,207
14156,12/5/2012,Arlington Community Center,23
14157,12/5/2012,Ammon Community Center,187
14158,12/5/2012,Ormsby Community Center,92
14159,12/5/2012,Jefferson Community Center,21
14160,12/5/2012,Magee Community Center,32
14161,12/5/2012,West Penn Community Center,103
14162,12/4/2012,Warrington Community Center,66
14163,12/4/2012,Paulson Community Center,59
14164,12/4/2012,Phillips Community Center,15
14165,12/4/2012,Ammon Community Center,12
14166,12/4/2012,Arlington Community Center,53
14167,12/4/2012,Brookline Community Center,287
14168,12/4/2012,Magee Community Center,31
14169,12/4/2012,Jefferson Community Center,30
14170,12/4/2012,Ormsby Community Center,54
14171,12/4/2012,West Penn Community Center,76
14172,12/3/2012,Phillips Community Center,10
14173,12/3/2012,Paulson Community Center,39
14174,12/3/2012,Warrington Community Center,30
14175,12/3/2012,Brookline Community Center,236
14176,12/3/2012,Arlington Community Center,23
14177,12/3/2012,Ammon Community Center,20
14178,12/3/2012,Ormsby Community Center,102
14179,12/3/2012,Jefferson Community Center,26
